data_size, chunk_size, N, K, chosen_nodes
180.500000, 180.500000, 4, 1, 5 6 7 4 
124.099998, 124.099998, 4, 1, 5 6 7 4 
10.300000, 10.300000, 4, 1, 5 6 7 4 
7.000000, 7.000000, 4, 1, 5 6 7 4 
3.400000, 3.400000, 4, 1, 5 6 7 4 
1.900000, 1.900000, 4, 1, 5 6 7 4 
4.100000, 4.100000, 4, 1, 5 6 7 4 
2.900000, 2.900000, 4, 1, 5 6 7 4 
3.700000, 3.700000, 4, 1, 5 6 7 4 
191.800003, 191.800003, 4, 1, 5 6 7 4 
158.300003, 158.300003, 4, 1, 5 6 7 4 
2.200000, 2.200000, 4, 1, 5 6 7 4 
165.899994, 165.899994, 4, 1, 5 6 7 4 
192.600006, 192.600006, 4, 1, 5 6 7 4 
856.099976, 856.099976, 4, 1, 5 6 7 4 
71.400002, 71.400002, 4, 1, 5 6 7 4 
65.300003, 65.300003, 4, 1, 5 6 7 4 
56.099998, 56.099998, 4, 1, 5 6 7 4 
107.400002, 107.400002, 4, 1, 5 6 7 4 
115.500000, 115.500000, 4, 1, 5 6 7 4 
123.300003, 123.300003, 4, 1, 5 6 7 4 
9.400000, 9.400000, 4, 1, 5 6 7 4 
92.199997, 92.199997, 4, 1, 5 6 7 4 
124.000000, 124.000000, 4, 1, 5 6 7 4 
203.500000, 203.500000, 4, 1, 5 6 7 4 
110.900002, 110.900002, 4, 1, 5 6 7 4 
124.599998, 124.599998, 4, 1, 5 6 7 4 
187.199997, 187.199997, 4, 1, 5 6 7 4 
75.099998, 75.099998, 4, 1, 5 6 7 4 
153.399994, 153.399994, 4, 1, 5 6 7 4 
2.200000, 2.200000, 4, 1, 5 6 7 4 
157.899994, 157.899994, 4, 1, 5 6 7 4 
113.500000, 113.500000, 4, 1, 5 6 7 4 
74.199997, 74.199997, 4, 1, 5 6 7 4 
72.199997, 72.199997, 4, 1, 5 6 7 4 
6.600000, 6.600000, 4, 1, 5 6 7 4 
15.900000, 15.900000, 4, 1, 5 6 7 4 
16.100000, 16.100000, 4, 1, 5 6 7 4 
10.300000, 10.300000, 4, 1, 5 6 7 4 
10.600000, 10.600000, 4, 1, 5 6 7 4 
13.600000, 13.600000, 4, 1, 5 6 7 4 
517.799988, 517.799988, 4, 1, 5 6 7 4 
447.700012, 447.700012, 4, 1, 5 6 7 4 
112.500000, 112.500000, 4, 1, 5 6 7 4 
532.099976, 532.099976, 4, 1, 5 6 7 4 
56.700001, 56.700001, 4, 1, 5 6 7 4 
57.000000, 57.000000, 4, 1, 5 6 7 4 
57.599998, 57.599998, 4, 1, 5 6 7 4 
